step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,16,0,0,0,16,0,0.0,0.0,13.388210252327397,0,0.0,0.9740811251856696,0,0.0,0.9739369567879006,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9754612007312697,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9771696762595324,0,0.0,0.9743399721580404,0,0.0,0.9769053061216784,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9726175550929527,0,0.0,1.0,0,0.0
10.0,32,0,0,0,32,0,0.0,0.0,13.231433969745144,0,0.0,0.9616609153423361,0,0.0,0.9630908598712082,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9498003308325481,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9750176284929469,0,0.0,0.9638902502020132,0,0.0,0.9153974208260708,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9595822832615493,0,0.0,1.0,0,0.0
15.0,40,0,1,0,40,0,1.0,0.025,10.84100078221528,0,0.0,0.7830513343783068,0,0.0,0.9640680040976439,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9443316891985578,0,0.0,0.8391414117637284,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8623280315885203,0,0.0,0.6591606891236628,1,1.0,0.6298082080875603,0,0.0,0.972965410099338,0,0.0,0.9754950294292015,0,0.0,1.0,0,0.0,0.6417763048881538,0,0.0,1.0,1,1.0
20.0,56,0,5,0,56,0,16.0,0.2857142857142857,9.75753770828238,0,0.0,0.7442329782933722,0,2.0,0.8038012618438403,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9587764226671932,0,0.0,0.9847084336183279,0,0.0,1.0,0,0.0,1.0,1,3.0,0.5814927318090953,2,6.0,0.4817907931835811,0,0.0,0.7505616006698999,0,0.0,0.8050954386725279,0,0.0,0.3836980009383889,0,0.0,1.0,2,7.0,0.5178017982811743,0,0.0,1.0,5,18.0
25.0,72,0,9,0,72,0,40.0,0.5555555555555556,9.709526191818062,2,5.0,0.6844746711236557,0,2.0,0.9282625167318193,0,0.0,0.3372517401849305,0,0.0,1.0,0,0.0,0.7922660363381034,0,0.0,0.9615351603149768,0,0.0,1.0,0,0.0,1.0,3,14.0,0.477925584374372,4,21.0,0.4224903063624318,0,0.0,0.8186263267354886,0,2.0,0.8020889111219962,0,0.0,1.0,0,0.0,1.0,0,2.0,0.5641380567282013,0,4.0,0.47097766995191487,9,50.0
30.0,80,0,7,0,80,0,18.0,0.225,9.534042646442433,1,2.0,0.6034366108866045,0,2.0,0.9211243380615288,0,0.0,0.8648830917328835,0,0.0,1.0,2,5.0,0.5124641380486056,0,0.0,0.7485391962109377,0,0.0,0.9800563813368524,0,0.0,1.0,0,7.0,0.48105063840456064,1,16.0,0.4043371974143957,2,8.0,0.5369505709476143,1,7.0,0.8661587210776582,0,4.0,0.450115048050296,0,4.0,0.4921946600462709,0,0.0,0.8876665208749299,0,4.0,0.8615791092783788,7,59.0
35.0,96,0,12,0,96,0,63.0,0.65625,10.122479678552665,2,9.0,0.671927797008114,0,0.0,0.616374001585665,0,0.0,0.6890021092762916,0,0.0,1.0,3,19.0,0.4374333844101968,2,4.0,0.00020925874948202165,0,0.0,0.8742155458858704,0,0.0,1.0,0,0.0,0.8510727697869231,0,1.0,0.7865867199507276,2,20.0,0.7233324366022328,3,15.0,0.6024707070953166,0,4.0,0.897918907984529,0,4.0,0.9280168595297296,0,0.0,0.6970320648249535,0,2.0,0.9030190721904943,12,78.0
40.0,112,0,17,0,112,0,113.0,1.0089285714285714,9.6981010103242,4,25.0,0.5206991356877745,2,7.0,0.5897573857673322,0,0.0,0.8263212259342204,0,0.0,1.0,5,40.0,0.4239560724326818,0,0.0,1.0,0,4.0,0.4330220022453977,0,0.0,0.7607415950685474,0,0.0,0.7917184807377852,0,0.0,0.948486396604913,0,4.0,0.8712426838889691,4,35.0,0.2548977598775901,0,4.0,0.9307673283888953,0,4.0,0.9355699005965435,2,10.0,0.5332326242212999,0,0.0,0.6523105198847845,17,133.0
45.0,120,0,15,0,120,0,44.0,0.36666666666666664,8.299232309760647,1,18.0,0.5529736517528049,4,25.0,0.3789628976456141,0,0.0,0.8870597722051814,0,0.0,0.9952455628889793,1,30.0,0.35365397682776867,0,4.0,0.4255211667391208,0,4.0,0.9627439250679836,0,0.0,0.985125235762168,2,8.0,0.646205852453965,0,0.0,0.942812078215967,2,3.0,0.6557258682519576,1,30.0,0.1303365483656228,2,7.0,0.42153338701130877,2,4.0,0.6370043220966444,0,7.0,0.7498543476865464,0,8.0,0.4592925519464807,15,148.0
50.0,136,0,25,0,136,0,124.0,0.9117647058823529,8.76980990363812,1,6.0,0.690909781872072,5,50.0,0.5165046601212527,0,0.0,0.8939162045491312,0,0.0,0.9086700834847738,0,3.0,0.6413668442292088,0,4.0,0.883248902973201,0,4.0,0.7342555062787995,0,0.0,1.0,1,7.0,0.3917061129385223,0,0.0,0.9635122826689851,4,19.0,0.4391401591313436,1,8.0,0.27423169735058023,7,34.0,0.20052075252416013,6,24.0,0.5007869574445217,0,4.0,0.9170235081910486,0,8.0,0.8460808628079354,25,171.0
55.0,152,0,26,0,152,0,156.0,1.0263157894736843,8.755732506501456,3,16.0,0.6719515766430048,2,41.0,0.6389008168336984,0,0.0,0.9104043969899105,0,4.0,0.7792956366928826,0,0.0,0.9346911647737763,0,4.0,0.8569615713631549,1,6.0,0.006834266348985377,0,0.0,0.8753944184906294,3,14.0,0.5588507040272778,0,0.0,0.9543704584874272,5,43.0,0.3776809891675574,0,4.0,0.4237261380504406,7,71.0,0.3935296629015082,4,37.0,0.2888491340545167,1,1.0,0.7583647088440636,0,8.0,0.8769686675923289,26,249.0
60.0,160,0,25,0,160,0,132.0,0.825,7.599821274927242,1,7.0,0.5715834551012177,1,11.0,0.5130443164119931,0,4.0,0.4133352076227867,0,4.0,0.8701657540196938,0,0.0,0.77090130017492,2,7.0,0.5670804652679722,2,16.0,7.11519987161384e-06,0,0.0,0.9307097982963017,1,7.0,0.5660775204629719,0,4.0,0.526589971583357,7,78.0,0.26231026538792734,0,4.0,0.8541207979528626,1,63.0,0.49846424968262626,5,31.0,0.3327383831652548,3,9.0,0.5479122316329406,2,7.0,0.45864650059682655,25,252.0
65.0,173,0,47,3,176,0,307.0,1.7745664739884393,7.598342888892149,3,12.0,0.6775372091013319,7,29.0,0.2673303213875614,0,4.0,0.8655527961852235,0,4.0,0.8980979515102488,3,10.0,0.6833734283802383,1,7.0,0.48266982691744487,2,30.0,0.20651234423403309,0,0.0,0.3516375859249355,2,10.0,0.6261474576188137,2,14.0,0.7411622269826205,9,119.0,0.4287658809129694,0,4.0,0.8543190118468942,0,17.0,0.3472264027885104,7,48.0,0.37638453786941345,5,29.0,0.33920072207133856,6,29.0,0.0012480447787976078,47,366.0
70.0,188,0,38,4,192,0,312.0,1.6595744680851063,7.1870627617465965,0,4.0,0.7152435736120317,4,48.0,0.32508984436134636,0,4.0,0.9524545339997049,1,6.0,0.6047621572739517,1,8.0,0.504811767630845,0,5.0,0.6378123267281673,2,40.0,0.6875429879542125,1,3.0,0.0002891953437794569,0,6.0,0.6127057623520987,2,22.0,0.7214230618520754,5,108.0,0.479664804024695,2,12.0,0.5187510875809608,1,21.0,0.16510153956886325,7,83.0,0.2881294281416324,6,58.0,0.3044054213783625,6,59.0,0.0,38,487.0
75.0,195,0,40,5,200,0,198.0,1.0153846153846153,6.445545272085093,3,6.0,0.6292746491807422,3,28.0,0.575171738059203,1,5.0,0.23404758881574092,7,29.0,0.19315263250042589,7,20.0,0.2929706449927685,1,5.0,0.4640102011169409,0,4.0,0.9119172204801492,0,4.0,0.4900453973494193,0,4.0,0.8811882288424847,0,2.0,0.5982557845225858,2,41.0,0.4089611479218409,1,12.0,0.42275454431145376,5,43.0,0.42683897756782346,1,73.0,0.4370004645896335,3,52.0,0.2947940188487686,6,95.0,0.13336453705451612,40,423.0
80.0,205,0,39,11,216,0,172.0,0.8390243902439024,7.691515670206913,1,6.0,0.5391373318595482,3,31.0,0.5553208456331808,6,35.0,0.16250418378050943,7,47.0,0.048691308957210286,9,61.0,0.238596733967003,3,19.0,0.6450958198257225,0,0.0,0.8678381927637202,0,8.0,0.783822413141675,0,4.0,0.891038923343417,1,2.0,0.630613038178938,6,29.0,0.3687463555623862,0,9.0,0.7021770154181454,1,37.0,0.5057565012141942,2,21.0,0.3819984008857759,0,9.0,0.5985734715534438,0,74.0,0.6867592311316792,39,392.0
85.0,219,0,33,13,232,0,195.0,0.8904109589041096,8.267449025843082,3,13.0,0.6468150489977436,5,42.0,0.39717114649390883,7,70.0,0.5099341080480327,0,37.0,0.2822568969501581,3,70.0,0.4287943702420942,5,36.0,0.17806702674166097,0,0.0,1.0,0,8.0,0.8821617790021544,0,0.0,0.714161678704706,0,2.0,0.8246220138149964,2,42.0,0.5044202903631667,3,10.0,0.633866729342684,0,9.0,0.5024469057638162,5,28.0,0.1314737195164701,0,2.0,0.8555952205410273,0,8.0,0.8526394382167558,33,377.0
90.0,211,0,49,29,240,0,289.0,1.3696682464454977,7.91832509910169,5,33.0,0.5201261157878231,9,79.0,0.23230390328853934,1,64.0,0.6504416381855519,0,10.0,0.6615339521394928,1,30.0,0.514299567357861,11,75.0,0.0032423207996132315,0,0.0,1.0,2,8.0,0.6855329541224138,1,4.0,0.5230059745695733,0,0.0,0.9053806443844011,6,33.0,0.5955689279504086,4,30.0,0.585564054520756,2,7.0,0.5053981144344966,5,53.0,0.4812990212025839,0,4.0,0.8844206256345947,2,8.0,0.6307196911747424,49,438.0
95.0,222,0,44,34,256,0,212.0,0.954954954954955,6.992950643241492,7,63.0,0.45346705593128067,3,69.0,0.3324288665421454,2,22.0,0.49207657512163033,0,2.0,0.4594454309447083,2,14.0,0.48792346483140664,6,90.0,0.12785174132949076,0,8.0,0.677492596509632,6,27.0,0.49137686850887924,0,6.0,0.6068711892982085,0,0.0,0.8972251762682972,0,28.0,0.46247813866307164,3,29.0,0.2575246468505451,8,37.0,0.4047500118508812,0,35.0,0.6244237084310083,0,4.0,0.9157174971747644,7,33.0,0.3906174138522188,44,467.0
