step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,16,0,0,0,16,0,0.0,0.0,13.469087119649462,0,0.0,0.9324139667273571,0,0.0,0.9283491198270672,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9341757039068721,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9278337826031432,0,0.0,0.9355614693862752,0,0.0,0.9380339143973863,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9372632413527153,0,0.0,1.0,0,0.0
10.0,32,0,0,0,32,0,0.0,0.0,13.405643640577656,0,0.0,0.9452053595471005,0,0.0,0.9598362965822278,0,0.0,1.0,0,0.0,1.0,0,0.0,0.963776420001471,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9597047217150727,0,0.0,0.9628162611630846,0,0.0,0.8527513283218175,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9654334456468949,0,0.0,1.0,0,0.0
15.0,40,0,1,0,40,0,2.0,0.05,11.041318609374105,0,0.0,0.8299878848655368,0,0.0,0.846891670294736,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9322946596814994,0,0.0,0.8647800161003221,0,0.0,1.0,0,0.0,1.0,0,0.0,0.7269981888648137,0,0.0,0.918284775102871,1,2.0,0.6794149939278601,0,0.0,0.9192984484491064,0,0.0,1.0,0,0.0,0.9318393915306643,0,0.0,0.5330105637501139,0,0.0,1.0,1,2.0
20.0,56,0,6,0,56,0,19.0,0.3392857142857143,10.30313160042348,1,3.0,0.7344598829687212,0,0.0,0.8779737969344418,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9619908641819229,0,0.0,0.9755115998790944,0,0.0,1.0,0,0.0,1.0,2,5.0,0.5335604020962978,0,0.0,0.7811092847399868,0,0.0,0.7110903114650896,0,2.0,0.6847521420854836,0,0.0,1.0,0,0.0,0.9710737877688693,3,11.0,0.4166046611879596,0,0.0,1.0,6,21.0
25.0,72,0,12,0,72,0,55.0,0.7638888888888888,9.081648011522827,3,14.0,0.6831629783705893,1,4.0,0.6881345554473343,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9734139060973912,0,0.0,0.6980247007635798,0,0.0,1.0,0,0.0,1.0,0,3.0,0.5800201753860138,2,5.0,0.5212970646986584,1,1.0,0.7666714815711726,0,2.0,0.959066393423296,0,2.0,0.4671972570212295,0,0.0,0.18764173913157087,5,31.0,0.3508278131789803,0,0.0,1.0,12,62.0
30.0,80,0,7,0,80,0,23.0,0.2875,8.668845099167493,1,11.0,0.5731154696097341,0,1.0,0.6949795064955144,0,0.0,1.0,0,0.0,1.0,1,3.0,0.5677489805845592,2,5.0,0.3156452945944281,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9121831628186129,0,2.0,0.6362205042452173,1,10.0,0.6110793202730238,0,6.0,0.8104368548583939,0,4.0,0.8894822779628117,2,12.0,0.2482711213472247,0,23.0,0.3719928983862116,0,4.0,0.6898865560293761,7,81.0
35.0,96,0,9,0,96,0,47.0,0.4895833333333333,9.664773636801147,2,9.0,0.6556976572107466,1,3.0,0.5949003464834944,0,0.0,1.0,0,0.0,1.0,2,13.0,0.4534252646145009,0,4.0,0.3247814364613461,0,4.0,0.45639250449981383,0,0.0,1.0,0,0.0,0.8400251569641077,0,0.0,0.927641011670395,0,4.0,0.8022130999957903,2,10.0,0.565894564862442,0,4.0,0.8968736689605931,2,22.0,0.6671356812629511,0,2.0,0.7385001402782884,0,2.0,0.843034915052944,9,77.0
40.0,112,0,20,0,112,0,80.0,0.7142857142857143,9.319148839960382,5,28.0,0.5644753127328701,3,12.0,0.5506611516011362,0,0.0,1.0,0,2.0,0.32466265419720436,0,6.0,0.6109160178975638,0,2.0,0.7325464869674242,0,4.0,0.902068037340713,0,0.0,1.0,0,0.0,0.798578757518915,1,2.0,0.6540039966533459,2,11.0,0.7470035162027726,7,35.0,0.4986794242700328,2,6.0,0.43754710988879336,0,4.0,0.9077559813019981,0,2.0,0.9629289164110959,0,2.0,0.8440734793708542,20,116.0
45.0,120,0,18,0,120,0,104.0,0.8666666666666667,8.20547576447593,0,21.0,0.54778331923881,0,6.0,0.5462314113218731,0,0.0,1.0,0,4.0,0.9236123524434708,0,0.0,0.8453753669134301,0,4.0,0.9218035731732244,0,4.0,0.9601422520896647,0,0.0,1.0,2,7.0,0.5370720363612638,3,10.0,0.587247846484744,0,4.0,0.5901867177918945,7,70.0,0.3481452739792094,5,27.0,0.14940752161841797,0,0.0,0.9361768209037434,0,2.0,0.776402436191755,1,4.0,0.5029415259308215,18,163.0
50.0,136,0,26,0,136,0,95.0,0.6985294117647058,8.298202019328967,3,8.0,0.6677953317679446,3,13.0,0.6635534472075767,0,6.0,0.4189473756087514,0,0.0,0.8428735993418282,0,0.0,0.992478032465095,0,4.0,0.8735585924684817,0,0.0,1.0,0,0.0,0.9662595478134621,0,6.0,0.7459199042771157,5,29.0,0.35260186923927656,5,12.0,0.3422017088723078,2,66.0,0.5215566573788191,3,41.0,0.21858899492167022,0,0.0,1.0,3,12.0,0.5473624581337825,2,13.0,0.46040046624015335,26,210.0
