step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,16,0,0,0,16,0,0.0,0.0,12.243272147130371,0,0.0,0.9364779359588496,0,0.0,0.9374671165078794,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9252187991146333,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9315300260540602,0,0.0,0.9389359090659105,0,0.0,0.9401241222977847,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9324209920942815,0,0.0,1.0,0,0.0
10.0,32,0,0,0,32,0,0.0,0.0,13.0037815533908,0,0.0,0.9604920605258251,0,0.0,0.9624625991494106,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9596488951000299,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9607979839280517,0,0.0,0.964299941433038,0,0.0,0.9637081643455807,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9606098948814082,0,0.0,1.0,0,0.0
15.0,40,0,1,0,40,0,1.0,0.025,11.435838106446695,1,1.0,0.8136453667925656,0,0.0,0.729071230821435,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9639288313320176,0,0.0,0.9244744695449024,0,0.0,1.0,0,0.0,1.0,0,0.0,0.766161566442549,0,0.0,0.6585647283105897,0,0.0,0.9774933551332925,0,0.0,0.9435076603705802,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9756427722038061,0,0.0,0.9303536004129098,1,1.0
20.0,56,0,10,0,56,0,34.0,0.6071428571428571,10.197922392852957,2,8.0,0.6813418985423492,3,9.0,0.6866668286013095,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9597875769973628,0,0.0,0.8819717772617063,0,0.0,1.0,0,0.0,1.0,2,7.0,0.5472306830069488,3,10.0,0.5060638425030625,0,0.0,0.9656840995682936,0,0.0,0.9707529194748883,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9790738079345718,0,0.0,0.9353620924765315,10,34.0
25.0,72,0,1,0,72,0,2.0,0.027777777777777776,9.403177192694411,0,2.0,0.683025353337888,0,5.0,0.7314449987806142,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8040609057845189,0,0.0,0.8362375313193255,0,0.0,1.0,0,0.0,1.0,0,3.0,0.5842747540893557,0,7.0,0.6389112617016829,1,6.0,0.5835430984663851,0,4.0,0.6245543132650284,0,2.0,0.7378049582542758,0,4.0,0.4483442352967464,0,0.0,0.7080787318300246,0,0.0,0.9278339018607509,1,33.0
30.0,80,0,11,0,80,0,34.0,0.425,9.128704256982838,1,4.0,0.6545715781959022,2,3.0,0.5553039704853799,0,0.0,1.0,0,0.0,1.0,1,4.0,0.5565932981511209,1,1.0,0.4002529792169076,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9720817586590192,0,0.0,0.8678278971319557,3,18.0,0.6198957959314343,0,4.0,0.8460960791343678,0,4.0,0.8699538728189304,0,4.0,0.9089771523042623,2,6.0,0.5045335185843814,1,2.0,0.2984619380632679,11,50.0
35.0,96,0,12,0,96,0,58.0,0.6041666666666666,8.613887576212582,0,2.0,0.6225349716391342,1,10.0,0.42656224442803425,0,0.0,1.0,0,0.0,1.0,0,1.0,0.7183073819915995,0,4.0,0.29196908840474706,0,2.0,0.5473382930100463,0,0.0,1.0,1,6.0,0.5438626622874921,0,0.0,0.9324358372067763,5,37.0,0.589641511647276,1,8.0,0.7947621395812244,0,4.0,0.9107938186095579,0,4.0,0.9290255782431324,0,2.0,0.6807509462873572,4,20.0,0.09783173172457932,12,100.0
40.0,112,0,17,0,112,0,53.0,0.4732142857142857,8.443925257785448,3,9.0,0.6729399911335817,4,23.0,0.6673436894207804,0,2.0,0.5006898053343882,0,0.0,1.0,0,0.0,0.9794226639509009,0,4.0,0.9148517308970697,0,2.0,0.8574619593116057,0,0.0,1.0,3,18.0,0.6320871304405051,0,0.0,0.9546538499363891,1,24.0,0.4285646221813939,2,12.0,0.1700424842331738,1,7.0,0.22011946445571742,3,9.0,0.43175079429027624,0,0.0,0.9548918507435294,0,16.0,0.7258168284816259,17,126.0
45.0,120,0,23,0,120,0,93.0,0.775,8.19892383315325,4,25.0,0.6034730186237653,0,19.0,0.6558608980764825,0,4.0,0.9382307628610025,0,2.0,0.37480571461125234,1,1.0,0.6358751413053931,0,4.0,0.9016087028802878,0,2.0,0.8327772113288356,0,0.0,1.0,0,12.0,0.6157640377384322,0,0.0,0.9590281429402773,5,17.0,0.3607071089010609,5,36.0,0.46333206381521835,6,32.0,0.2111879338486936,2,12.0,0.4302484497051053,0,0.0,0.7683185822047512,0,4.0,0.9253352193654515,23,170.0
50.0,136,0,14,0,136,0,27.0,0.19852941176470587,8.179974899494452,0,13.0,0.6013423585753906,3,8.0,0.5283893580229103,0,8.0,0.7960719307497958,0,4.0,0.8111179039336243,3,11.0,0.5855646640608501,0,0.0,0.8937965838398815,1,3.0,0.490846987619011,0,0.0,1.0,2,6.0,0.504225066445503,0,0.0,0.9153193379322371,1,26.0,0.38511195272344245,0,30.0,0.7475971101340437,0,32.0,0.6395568755726392,2,5.0,0.5190797326761681,2,8.0,0.5051074259996338,0,4.0,0.47061061086672556,14,158.0
