step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,16,0,0,0,16,0,0.0,0.0,13.742935605116953,0,0.0,0.952105610459304,0,0.0,0.9553516472707587,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9573784239362295,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9502789496261561,0,0.0,0.9560899268949206,0,0.0,0.9609084060488577,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9571205090556583,0,0.0,1.0,0,0.0
10.0,32,0,0,0,32,0,0.0,0.0,13.349839130356074,0,0.0,0.966585355458885,0,0.0,0.9652722909813093,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9061464765307051,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9674201041105862,0,0.0,0.972007226738414,0,0.0,0.8302177080864103,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9707114260721192,0,0.0,1.0,0,0.0
15.0,40,0,3,0,40,0,6.0,0.15,11.373396203785898,0,0.0,0.8453479333031717,0,0.0,0.9295674983191033,0,0.0,1.0,0,0.0,1.0,1,2.0,0.6352677039452546,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9721755255675559,0,0.0,0.9703671041125532,1,3.0,0.7120242649326689,0,0.0,0.9556115976543554,0,0.0,0.9291717806527197,0,0.0,0.9769744782511057,1,1.0,0.6174804893494497,0,0.0,1.0,3,6.0
20.0,56,0,2,0,56,0,7.0,0.125,11.191899974525565,2,7.0,0.7388909945177647,0,0.0,0.9421120648213951,0,0.0,1.0,0,0.0,1.0,0,0.0,0.786813106581375,0,2.0,0.3638146656508353,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9336901618932312,0,0.0,0.9715067478599041,0,0.0,0.7973869173190473,0,4.0,0.6847440674168848,0,0.0,0.9779673891752184,0,0.0,0.9715470950737675,0,0.0,0.7481149752275517,0,2.0,0.6858949406334994,2,15.0
25.0,72,0,5,0,72,0,23.0,0.3194444444444444,12.060186267567117,4,21.0,0.5809904909591374,0,0.0,0.9589709579207362,0,0.0,1.0,0,0.0,0.9769744782511057,0,0.0,0.9510469813356015,0,3.0,0.902177193328011,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9473856732535821,0,0.0,0.9459218117372186,1,2.0,0.7401006179289973,0,4.0,0.9471969423214898,0,0.0,0.9308674512562887,0,0.0,0.9430112323637138,0,0.0,0.9541032983948703,0,3.0,0.9072283800401614,5,33.0
30.0,80,0,8,0,80,0,52.0,0.65,10.621930835015549,5,46.0,0.4600340760964537,0,0.0,0.9359351466988235,0,0.0,0.9771919997031431,0,0.0,0.9544005539829695,1,2.0,0.6932677954562291,0,3.0,0.9207158478086445,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9369603347176131,0,0.0,0.944774592646748,1,3.0,0.610288846698912,0,4.0,0.8397399976192299,0,0.0,0.9331469222341632,0,0.0,0.9376153589872156,1,3.0,0.5691622234743211,0,3.0,0.8233364149328447,8,64.0
35.0,96,0,16,0,96,0,115.0,1.1979166666666667,9.022071693185808,8,82.0,0.3830698684935356,0,0.0,0.9421069595428561,0,0.0,0.9559840559468276,0,0.0,0.958061788878449,1,7.0,0.43768280229745465,0,2.0,0.3277179509959542,0,0.0,0.9523206820724581,0,0.0,0.9769744782511057,0,0.0,0.9201787058837851,0,0.0,0.9598726695523362,3,12.0,0.6708093281548076,2,9.0,0.5095813772629829,0,0.0,0.9681805402640618,0,0.0,0.9610244628492302,2,11.0,0.6380071033479259,0,2.0,0.49603648766609265,16,125.0
40.0,112,0,34,0,112,0,262.0,2.3392857142857144,8.858064689387701,10,130.0,0.3836958451102135,0,0.0,0.9604465251850345,0,0.0,0.972592292582357,0,0.0,0.9702580679026322,4,26.0,0.5066372499958304,3,10.0,0.23988172222719287,0,0.0,0.9442689070081433,0,0.0,0.9484536275540778,0,0.0,0.9631075850537473,0,0.0,0.9496575168602428,4,29.0,0.6012565704342535,5,31.0,0.42263841038586003,0,0.0,0.9690315992592311,0,0.0,0.9688230196332913,4,28.0,0.6200767778216029,4,18.0,0.40622387873758414,34,272.0
45.0,120,0,37,0,120,0,403.0,3.3583333333333334,7.766253820656376,11,184.0,0.3402648354538251,0,0.0,0.9276447851698064,1,1.0,0.7592247091357037,0,0.0,0.9585405442750162,5,49.0,0.43750984995534764,3,23.0,0.4912514485066383,2,2.0,0.5698408537106173,0,0.0,0.9514441849598276,0,0.0,0.9635428073645371,0,0.0,0.9363704853052556,6,56.0,0.449869665460271,5,56.0,0.3508631249269196,0,0.0,0.9632361697669459,0,0.0,0.9705843164956766,0,17.0,0.495072412281296,4,42.0,0.4842122804824952,37,430.0
50.0,135,0,29,1,136,0,287.0,2.1259259259259258,7.8166884601717594,8,174.0,0.3560376111524317,0,4.0,0.7984095549290683,0,0.0,0.5059536664548272,0,0.0,0.9689878446816879,2,41.0,0.5063752637875069,3,40.0,0.5423586679775249,2,12.0,0.5768624938563665,0,0.0,0.9356568698438998,0,0.0,0.9346457322132875,0,0.0,0.958950454848357,3,48.0,0.34631996278222055,5,81.0,0.3538962848925522,0,0.0,0.9494312883283502,0,0.0,0.9613977807122552,2,8.0,0.5484874207081011,4,62.0,0.6352945142725684,29,470.0
